source,target
MITOTIC_SPINDLE,KIF11
ESTROGEN_RESPONSE_LATE,FARP1
ESTROGEN_RESPONSE_EARLY,FARP1
MITOTIC_SPINDLE,FARP1
MITOTIC_SPINDLE,CEP192
G2M_CHECKPOINT,ESPL1
MITOTIC_SPINDLE,ESPL1
E2F_TARGETS,ESPL1
MITOTIC_SPINDLE,ROCK1
APOPTOSIS,ROCK1
MITOTIC_SPINDLE,RAPGEF5
MITOTIC_SPINDLE,ALMS1
ALLOGRAFT_REJECTION,NCK1
PI3K_AKT_MTOR_SIGNALING,NCK1
MITOTIC_SPINDLE,NCK1
HEDGEHOG_SIGNALING,OPHN1
MITOTIC_SPINDLE,OPHN1
MITOTIC_SPINDLE,TBCD
MITOTIC_SPINDLE,TUBGCP5
G2M_CHECKPOINT,NUMA1
MITOTIC_SPINDLE,NUMA1
MITOTIC_SPINDLE,MARK4
MITOTIC_SPINDLE,PPP4R2
G2M_CHECKPOINT,SMC1A
MITOTIC_SPINDLE,SMC1A
E2F_TARGETS,SMC1A
MITOTIC_SPINDLE,PKD2
MTORC1_SIGNALING,BUB1
G2M_CHECKPOINT,BUB1
MITOTIC_SPINDLE,BUB1
SPERMATOGENESIS,BUB1
MITOTIC_SPINDLE,ARFGEF1
PROTEIN_SECRETION,ARFGEF1
APICAL_JUNCTION,TAOK2
MITOTIC_SPINDLE,TAOK2
MITOTIC_SPINDLE,LATS1
MITOTIC_SPINDLE,DOCK4
COMPLEMENT,DOCK4
MITOTIC_SPINDLE,PLEKHG2
G2M_CHECKPOINT,SMC4
MITOTIC_SPINDLE,SMC4
E2F_TARGETS,SMC4
APICAL_JUNCTION,RHOF
MITOTIC_SPINDLE,RHOF
MITOTIC_SPINDLE,BCR
MITOTIC_SPINDLE,CDC42EP2
MITOTIC_SPINDLE,FGD6
MITOTIC_SPINDLE,CD2AP
MITOTIC_SPINDLE,LLGL1
UV_RESPONSE_DN,RASA2
MITOTIC_SPINDLE,RASA2
MITOTIC_SPINDLE,MAP3K11
MITOTIC_SPINDLE,ARHGEF3
MITOTIC_SPINDLE,ARL8A
MITOTIC_SPINDLE,PALLD
G2M_CHECKPOINT,CENPE
MITOTIC_SPINDLE,CENPE
E2F_TARGETS,CENPE
MITOTIC_SPINDLE,KIF3C
MITOTIC_SPINDLE,AKAP13
MITOTIC_SPINDLE,CENPJ
G2M_CHECKPOINT,RASAL2
MITOTIC_SPINDLE,RASAL2
APICAL_JUNCTION,SHROOM2
APICAL_SURFACE,SHROOM2
MITOTIC_SPINDLE,SHROOM2
G2M_CHECKPOINT,TTK
SPERMATOGENESIS,TTK
MITOTIC_SPINDLE,TTK
APICAL_JUNCTION,FSCN1
MITOTIC_SPINDLE,FSCN1
MITOTIC_SPINDLE,PCM1
MITOTIC_SPINDLE,CEP57
OXIDATIVE_PHOSPHORYLATION,LRPPRC
MITOTIC_SPINDLE,LRPPRC
MITOTIC_SPINDLE,RAB3GAP1
MITOTIC_SPINDLE,RALBP1
MYC_TARGETS_V1,YWHAE
MITOTIC_SPINDLE,YWHAE
ADIPOGENESIS,ITSN1
MITOTIC_SPINDLE,ITSN1
MITOTIC_SPINDLE,CKAP5
G2M_CHECKPOINT,PAFAH1B1
MITOTIC_SPINDLE,PAFAH1B1
G2M_CHECKPOINT,INCENP
MITOTIC_SPINDLE,INCENP
MITOTIC_SPINDLE,KATNB1
APICAL_JUNCTION,ACTN4
MITOTIC_SPINDLE,ACTN4
MITOTIC_SPINDLE,CEP250
MYOGENESIS,SPTAN1
MITOTIC_SPINDLE,SPTAN1
APOPTOSIS,SPTAN1
MITOTIC_SPINDLE,STAU1
MTORC1_SIGNALING,PLK1
G2M_CHECKPOINT,PLK1
MITOTIC_SPINDLE,PLK1
E2F_TARGETS,PLK1
MYC_TARGETS_V2,PLK1
MITOTIC_SPINDLE,TUBD1
MITOTIC_SPINDLE,ARHGAP4
MITOTIC_SPINDLE,DOCK2
KRAS_SIGNALING_UP,DOCK2
G2M_CHECKPOINT,NEK2
SPERMATOGENESIS,NEK2
MITOTIC_SPINDLE,NEK2
MITOTIC_SPINDLE,SUN2
G2M_CHECKPOINT,KIF20B
MITOTIC_SPINDLE,KIF20B
MITOTIC_SPINDLE,TLK1
MITOTIC_SPINDLE,PCGF5
MITOTIC_SPINDLE,SMC3
E2F_TARGETS,SMC3
MITOTIC_SPINDLE,DST
EPITHELIAL_MESENCHYMAL_TRANSITION,DST
PROTEIN_SECRETION,DST
MITOTIC_SPINDLE,ARHGAP5
MITOTIC_SPINDLE,ARHGAP10
MITOTIC_SPINDLE,CYTH2
APICAL_JUNCTION,DLG1
UV_RESPONSE_DN,DLG1
MITOTIC_SPINDLE,DLG1
UNFOLDED_PROTEIN_RESPONSE,GEMIN4
MITOTIC_SPINDLE,GEMIN4
ALLOGRAFT_REJECTION,FLNA
MITOTIC_SPINDLE,FLNA
EPITHELIAL_MESENCHYMAL_TRANSITION,FLNA
MITOTIC_SPINDLE,CAPZB
G2M_CHECKPOINT,BIRC5
MITOTIC_SPINDLE,BIRC5
E2F_TARGETS,BIRC5
G2M_CHECKPOINT,NOTCH2
UV_RESPONSE_DN,NOTCH2
MITOTIC_SPINDLE,NOTCH2
EPITHELIAL_MESENCHYMAL_TRANSITION,NOTCH2
NOTCH_SIGNALING,NOTCH2
G2M_CHECKPOINT,PRC1
MITOTIC_SPINDLE,PRC1
MITOTIC_SPINDLE,CLASP1
PI3K_AKT_MTOR_SIGNALING,ARHGDIA
MITOTIC_SPINDLE,ARHGDIA
G2M_CHECKPOINT,KATNA1
MITOTIC_SPINDLE,KATNA1
COAGULATION,GSN
MYOGENESIS,GSN
MITOTIC_SPINDLE,GSN
APOPTOSIS,GSN
MITOTIC_SPINDLE,KIFAP3
MITOTIC_SPINDLE,PIF1
MITOTIC_SPINDLE,DLGAP5
E2F_TARGETS,DLGAP5
MITOTIC_SPINDLE,HOOK3
MYOGENESIS,BIN1
MITOTIC_SPINDLE,BIN1
G2M_CHECKPOINT,RACGAP1
MITOTIC_SPINDLE,RACGAP1
E2F_TARGETS,RACGAP1
MITOTIC_SPINDLE,CEP72
G2M_CHECKPOINT,ABL1
MITOTIC_SPINDLE,ABL1
MITOTIC_SPINDLE,KNTC1
MITOTIC_SPINDLE,RFC1
E2F_TARGETS,RFC1
MITOTIC_SPINDLE,CTTN
G2M_CHECKPOINT,BRCA2
MITOTIC_SPINDLE,BRCA2
E2F_TARGETS,BRCA2
MITOTIC_SPINDLE,TUBGCP6
MITOTIC_SPINDLE,NEDD9
APOPTOSIS,NEDD9
G2M_CHECKPOINT,CDK1
MITOTIC_SPINDLE,CDK1
E2F_TARGETS,CDK1
PI3K_AKT_MTOR_SIGNALING,CDK1
SPERMATOGENESIS,CDK1
GLYCOLYSIS,CDK1
HEME_METABOLISM,CDC27
G2M_CHECKPOINT,CDC27
MITOTIC_SPINDLE,CDC27
MITOTIC_SPINDLE,MYO9B
G2M_CHECKPOINT,TPX2
MITOTIC_SPINDLE,TPX2
MITOTIC_SPINDLE,CNTRL
G2M_CHECKPOINT,FBXO5
MITOTIC_SPINDLE,FBXO5
MITOTIC_SPINDLE,BCL2L11
UV_RESPONSE_UP,BCL2L11
APOPTOSIS,BCL2L11
IL2_STAT5_SIGNALING,TIAM1
MITOTIC_SPINDLE,TIAM1
PI3K_AKT_MTOR_SIGNALING,TIAM1
ESTROGEN_RESPONSE_LATE,TIAM1
ESTROGEN_RESPONSE_EARLY,TIAM1
MITOTIC_SPINDLE,SEPTIN9
MITOTIC_SPINDLE,UXT
MITOTIC_SPINDLE,CLIP1
MITOTIC_SPINDLE,CDC42
MITOTIC_SPINDLE,MID1IP1
G2M_CHECKPOINT,KIF23
MITOTIC_SPINDLE,KIF23
G2M_CHECKPOINT,NDC80
MITOTIC_SPINDLE,NDC80
XENOBIOTIC_METABOLISM,BCAR1
MITOTIC_SPINDLE,BCAR1
MITOTIC_SPINDLE,KPTN
MITOTIC_SPINDLE,KLC1
APICAL_JUNCTION,WASL
MITOTIC_SPINDLE,WASL
G2M_CHECKPOINT,CENPF
MITOTIC_SPINDLE,CENPF
MITOTIC_SPINDLE,FLNB
ESTROGEN_RESPONSE_LATE,FLNB
ESTROGEN_RESPONSE_EARLY,FLNB
MITOTIC_SPINDLE,SAC3D1
DNA_REPAIR,SAC3D1
MITOTIC_SPINDLE,SSH2
G2M_CHECKPOINT,TOP2A
MITOTIC_SPINDLE,TOP2A
E2F_TARGETS,TOP2A
ESTROGEN_RESPONSE_LATE,TOP2A
PEROXISOME,TOP2A
APOPTOSIS,TOP2A
MITOTIC_SPINDLE,PCNT
MITOTIC_SPINDLE,RABGAP1
MITOTIC_SPINDLE,PREX1
G2M_CHECKPOINT,LMNB1
MITOTIC_SPINDLE,LMNB1
E2F_TARGETS,LMNB1
MITOTIC_SPINDLE,CDK5RAP2
MITOTIC_SPINDLE,CNTROB
OXIDATIVE_PHOSPHORYLATION,RHOT2
APOPTOSIS,RHOT2
MITOTIC_SPINDLE,RHOT2
HEME_METABOLISM,ARHGEF12
MITOTIC_SPINDLE,ARHGEF12
MITOTIC_SPINDLE,NCK2
APICAL_JUNCTION,NF1
MITOTIC_SPINDLE,NF1
HEDGEHOG_SIGNALING,NF1
G2M_CHECKPOINT,KIF2C
SPERMATOGENESIS,KIF2C
MITOTIC_SPINDLE,KIF2C
E2F_TARGETS,KIF2C
MITOTIC_SPINDLE,ALS2
MITOTIC_SPINDLE,APC
TGF_BETA_SIGNALING,APC
MITOTIC_SPINDLE,RICTOR
MITOTIC_SPINDLE,NIN
KRAS_SIGNALING_UP,NIN
MITOTIC_SPINDLE,MAPRE1
MITOTIC_SPINDLE,ARHGAP29
MITOTIC_SPINDLE,CDC42EP1
MITOTIC_SPINDLE,ARFIP2
G2M_CHECKPOINT,KIF15
MITOTIC_SPINDLE,KIF15
MITOTIC_SPINDLE,ARHGEF7
MITOTIC_SPINDLE,ARAP3
MITOTIC_SPINDLE,ARHGEF2
G2M_CHECKPOINT,KIF4A
MITOTIC_SPINDLE,KIF4A
E2F_TARGETS,KIF4A
HEME_METABOLISM,EPB41
MITOTIC_SPINDLE,EPB41
MITOTIC_SPINDLE,TUBGCP2
APICAL_JUNCTION,RASA1
HEDGEHOG_SIGNALING,RASA1
MITOTIC_SPINDLE,RASA1
MITOTIC_SPINDLE,TRIO
WNT_BETA_CATENIN_SIGNALING,HDAC11
NOTCH_SIGNALING,KAT2A
WNT_BETA_CATENIN_SIGNALING,KAT2A
WNT_BETA_CATENIN_SIGNALING,DVL2
WNT_BETA_CATENIN_SIGNALING,AXIN1
HEDGEHOG_SIGNALING,HEY2
WNT_BETA_CATENIN_SIGNALING,HEY2
NOTCH_SIGNALING,PSEN2
WNT_BETA_CATENIN_SIGNALING,PSEN2
MYOGENESIS,PSEN2
APOPTOSIS,PSEN2
WNT_BETA_CATENIN_SIGNALING,NUMB
WNT_BETA_CATENIN_SIGNALING,MAML1
EPITHELIAL_MESENCHYMAL_TRANSITION,FZD8
WNT_BETA_CATENIN_SIGNALING,FZD8
ALLOGRAFT_REJECTION,CCND2
WNT_BETA_CATENIN_SIGNALING,CCND2
IL2_STAT5_SIGNALING,CCND2
P53_PATHWAY,CCND2
ANGIOGENESIS,CCND2
KRAS_SIGNALING_UP,CCND2
APOPTOSIS,CCND2
WNT_BETA_CATENIN_SIGNALING,DKK4
WNT_BETA_CATENIN_SIGNALING,WNT6
WNT_BETA_CATENIN_SIGNALING,NOTCH1
MYOGENESIS,NOTCH1
P53_PATHWAY,NOTCH1
NOTCH_SIGNALING,NOTCH1
MYC_TARGETS_V1,HDAC2
WNT_BETA_CATENIN_SIGNALING,HDAC2
WNT_BETA_CATENIN_SIGNALING,JAG2
ANGIOGENESIS,JAG2
P53_PATHWAY,JAG2
HEDGEHOG_SIGNALING,HEY1
WNT_BETA_CATENIN_SIGNALING,HEY1
WNT_BETA_CATENIN_SIGNALING,FRAT1
WNT_BETA_CATENIN_SIGNALING,DLL1
NOTCH_SIGNALING,DLL1
WNT_BETA_CATENIN_SIGNALING,WNT5B
NOTCH_SIGNALING,FZD1
WNT_BETA_CATENIN_SIGNALING,FZD1
WNT_BETA_CATENIN_SIGNALING,CSNK1E
WNT_BETA_CATENIN_SIGNALING,NKD1
WNT_BETA_CATENIN_SIGNALING,WNT1
WNT_BETA_CATENIN_SIGNALING,NCOR2
ESTROGEN_RESPONSE_LATE,NCOR2
ESTROGEN_RESPONSE_EARLY,NCOR2
TGF_BETA_SIGNALING,NCOR2
WNT_BETA_CATENIN_SIGNALING,SKP2
WNT_BETA_CATENIN_SIGNALING,DKK1
EPITHELIAL_MESENCHYMAL_TRANSITION,DKK1
WNT_BETA_CATENIN_SIGNALING,AXIN2
WNT_BETA_CATENIN_SIGNALING,PTCH1
HEDGEHOG_SIGNALING,PTCH1
IL2_STAT5_SIGNALING,PTCH1
WNT_BETA_CATENIN_SIGNALING,TCF7
NOTCH_SIGNALING,PPARD
XENOBIOTIC_METABOLISM,PPARD
WNT_BETA_CATENIN_SIGNALING,PPARD
COMPLEMENT,NOTCH4
WNT_BETA_CATENIN_SIGNALING,NOTCH4
WNT_BETA_CATENIN_SIGNALING,LEF1
APOPTOSIS,LEF1
NOTCH_SIGNALING,CUL1
MYC_TARGETS_V1,CUL1
WNT_BETA_CATENIN_SIGNALING,CUL1
G2M_CHECKPOINT,CUL1
WNT_BETA_CATENIN_SIGNALING,TP53
P53_PATHWAY,TP53
DNA_REPAIR,TP53
E2F_TARGETS,TP53
WNT_BETA_CATENIN_SIGNALING,HDAC5
MYOGENESIS,HDAC5
WNT_BETA_CATENIN_SIGNALING,ADAM17
KRAS_SIGNALING_UP,ADAM17
WNT_BETA_CATENIN_SIGNALING,NCSTN
APICAL_JUNCTION,TJP1
UV_RESPONSE_DN,TJP1
TGF_BETA_SIGNALING,TJP1
BILE_ACID_METABOLISM,BCAR3
TGF_BETA_SIGNALING,BCAR3
UV_RESPONSE_DN,SMAD7
TGF_BETA_SIGNALING,SMAD7
APOPTOSIS,SMAD7
ALLOGRAFT_REJECTION,TGFB1
MYOGENESIS,TGFB1
P53_PATHWAY,TGFB1
G2M_CHECKPOINT,TGFB1
EPITHELIAL_MESENCHYMAL_TRANSITION,TGFB1
IL6_JAK_STAT3_SIGNALING,TGFB1
TGF_BETA_SIGNALING,TGFB1
TGF_BETA_SIGNALING,NOG
TGF_BETA_SIGNALING,SMURF2
TGF_BETA_SIGNALING,ID3
ALLOGRAFT_REJECTION,MAP3K7
TGF_BETA_SIGNALING,MAP3K7
PI3K_AKT_MTOR_SIGNALING,MAP3K7
TGF_BETA_SIGNALING,LTBP2
TGF_BETA_SIGNALING,CDK9
UV_RESPONSE_DN,BMPR1A
TGF_BETA_SIGNALING,BMPR1A
ESTROGEN_RESPONSE_LATE,RAB31
ESTROGEN_RESPONSE_EARLY,RAB31
TGF_BETA_SIGNALING,RAB31
MYOGENESIS,WWTR1
TGF_BETA_SIGNALING,WWTR1
APOPTOSIS,XIAP
TGF_BETA_SIGNALING,XIAP
IL2_STAT5_SIGNALING,FURIN
COAGULATION,FURIN
UV_RESPONSE_UP,FURIN
TGF_BETA_SIGNALING,FURIN
APICAL_JUNCTION,CDH1
TGF_BETA_SIGNALING,CDH1
ESTROGEN_RESPONSE_LATE,CDH1
TGF_BETA_SIGNALING,PPM1A
IL2_STAT5_SIGNALING,BMPR2
TGF_BETA_SIGNALING,BMPR2
MTORC1_SIGNALING,UBE2D3
PI3K_AKT_MTOR_SIGNALING,UBE2D3
TGF_BETA_SIGNALING,UBE2D3
COAGULATION,THBS1
EPITHELIAL_MESENCHYMAL_TRANSITION,THBS1
TGF_BETA_SIGNALING,THBS1
TGF_BETA_SIGNALING,ACVR1
TGF_BETA_SIGNALING,SMURF1
TGF_BETA_SIGNALING,SMAD6
TGF_BETA_SIGNALING,FNTA
TGF_BETA_SIGNALING,SKI
TGF_BETA_SIGNALING,RHOA
APOPTOSIS,SLC20A1
TGF_BETA_SIGNALING,SLC20A1
TGF_BETA_SIGNALING,HDAC1
TGF_BETA_SIGNALING,SMAD1
IL2_STAT5_SIGNALING,HIPK2
TGF_BETA_SIGNALING,HIPK2
TGF_BETA_SIGNALING,TRIM33
TGF_BETA_SIGNALING,FKBP1A
TGF_BETA_SIGNALING,ENG
KRAS_SIGNALING_UP,ENG
TGF_BETA_SIGNALING,TGFBR1
COAGULATION,LEFTY2
TGF_BETA_SIGNALING,LEFTY2
TGF_BETA_SIGNALING,ARID4B
UV_RESPONSE_DN,ID1
TGF_BETA_SIGNALING,ID1
PI3K_AKT_MTOR_SIGNALING,PPP1CA
TGF_BETA_SIGNALING,PPP1CA
KRAS_SIGNALING_DN,SKIL
TGF_BETA_SIGNALING,SKIL
IL2_STAT5_SIGNALING,TNFRSF21
ANGIOGENESIS,TNFRSF21
IL6_JAK_STAT3_SIGNALING,TNFRSF21
IL6_JAK_STAT3_SIGNALING,IL9R
ALLOGRAFT_REJECTION,IL4R
INTERFERON_GAMMA_RESPONSE,IL4R
INTERFERON_ALPHA_RESPONSE,IL4R
IL2_STAT5_SIGNALING,IL4R
IL6_JAK_STAT3_SIGNALING,IL4R
INFLAMMATORY_RESPONSE,IL4R
INFLAMMATORY_RESPONSE,PIK3R5
COMPLEMENT,PIK3R5
IL6_JAK_STAT3_SIGNALING,PIK3R5
IL6_JAK_STAT3_SIGNALING,IL17RA
INTERFERON_GAMMA_RESPONSE,PTPN1
IL6_JAK_STAT3_SIGNALING,PTPN1
IL6_JAK_STAT3_SIGNALING,PLA2G2A
IL6_JAK_STAT3_SIGNALING,ACVRL1
IL6_JAK_STAT3_SIGNALING,CBL
KRAS_SIGNALING_UP,CBL
XENOBIOTIC_METABOLISM,IL1R1
INFLAMMATORY_RESPONSE,IL1R1
IL6_JAK_STAT3_SIGNALING,IL1R1
XENOBIOTIC_METABOLISM,TNFRSF1A
IL6_JAK_STAT3_SIGNALING,TNFRSF1A
PI3K_AKT_MTOR_SIGNALING,TNFRSF1A
IL6_JAK_STAT3_SIGNALING,ITGA4
INFLAMMATORY_RESPONSE,CSF3R
IL6_JAK_STAT3_SIGNALING,CSF3R
ALLOGRAFT_REJECTION,CXCL13
IL6_JAK_STAT3_SIGNALING,CXCL13
IL6_JAK_STAT3_SIGNALING,INHBE
INTERFERON_GAMMA_RESPONSE,CD38
IL6_JAK_STAT3_SIGNALING,CD38
APOPTOSIS,CD38
COAGULATION,A2M
IL6_JAK_STAT3_SIGNALING,A2M
INTERFERON_GAMMA_RESPONSE,STAT3
IL6_JAK_STAT3_SIGNALING,STAT3
IL6_JAK_STAT3_SIGNALING,TYK2
IL6_JAK_STAT3_SIGNALING,LEPR
INTERFERON_GAMMA_RESPONSE,PTPN2
IL6_JAK_STAT3_SIGNALING,PTPN2
ALLOGRAFT_REJECTION,SOCS1
INTERFERON_GAMMA_RESPONSE,SOCS1
IL2_STAT5_SIGNALING,SOCS1
P53_PATHWAY,SOCS1
IL6_JAK_STAT3_SIGNALING,SOCS1
INFLAMMATORY_RESPONSE,CD14
APOPTOSIS,CD14
IL6_JAK_STAT3_SIGNALING,CD14
ALLOGRAFT_REJECTION,LTB
IL2_STAT5_SIGNALING,LTB
IL6_JAK_STAT3_SIGNALING,LTB
HEDGEHOG_SIGNALING,CNTFR
KRAS_SIGNALING_DN,CNTFR
IL6_JAK_STAT3_SIGNALING,CNTFR
INFLAMMATORY_RESPONSE,IFNAR1
IL6_JAK_STAT3_SIGNALING,IFNAR1
IL6_JAK_STAT3_SIGNALING,GRB2
PI3K_AKT_MTOR_SIGNALING,GRB2
COMPLEMENT,GRB2
ALLOGRAFT_REJECTION,PF4
COAGULATION,PF4
ANGIOGENESIS,PF4
IL6_JAK_STAT3_SIGNALING,PF4
ALLOGRAFT_REJECTION,IFNGR1
IL2_STAT5_SIGNALING,IFNGR1
IL6_JAK_STAT3_SIGNALING,IFNGR1
ADIPOGENESIS,IFNGR1
APOPTOSIS,IFNGR1
ALLOGRAFT_REJECTION,FAS
XENOBIOTIC_METABOLISM,FAS
INTERFERON_GAMMA_RESPONSE,FAS
P53_PATHWAY,FAS
EPITHELIAL_MESENCHYMAL_TRANSITION,FAS
IL6_JAK_STAT3_SIGNALING,FAS
APOPTOSIS,FAS
INFLAMMATORY_RESPONSE,OSMR
IL6_JAK_STAT3_SIGNALING,OSMR
ALLOGRAFT_REJECTION,IL2RG
IL6_JAK_STAT3_SIGNALING,IL2RG
APICAL_SURFACE,IL2RG
PI3K_AKT_MTOR_SIGNALING,IL2RG
KRAS_SIGNALING_UP,IL2RG
IL6_JAK_STAT3_SIGNALING,CRLF2
ALLOGRAFT_REJECTION,CXCL9
INTERFERON_GAMMA_RESPONSE,CXCL9
INFLAMMATORY_RESPONSE,CXCL9
IL6_JAK_STAT3_SIGNALING,CXCL9
KRAS_SIGNALING_UP,CSF2RA
IL6_JAK_STAT3_SIGNALING,CSF2RA
SPERMATOGENESIS,STAM2
IL6_JAK_STAT3_SIGNALING,STAM2
INFLAMMATORY_RESPONSE,ACVR1B
P53_PATHWAY,ACVR1B
IL6_JAK_STAT3_SIGNALING,ACVR1B
ESTROGEN_RESPONSE_LATE,IL17RB
ESTROGEN_RESPONSE_EARLY,IL17RB
IL6_JAK_STAT3_SIGNALING,IL17RB
IL6_JAK_STAT3_SIGNALING,LTBR
INTERFERON_GAMMA_RESPONSE,CSF2RB
IL6_JAK_STAT3_SIGNALING,CSF2RB
IL2_STAT5_SIGNALING,IL1R2
IL6_JAK_STAT3_SIGNALING,IL1R2
XENOBIOTIC_METABOLISM,REG1A
IL6_JAK_STAT3_SIGNALING,REG1A
ALLOGRAFT_REJECTION,IL2RA
IL2_STAT5_SIGNALING,IL2RA
IL6_JAK_STAT3_SIGNALING,IL2RA
GLYCOLYSIS,HAX1
IL6_JAK_STAT3_SIGNALING,HAX1
ALLOGRAFT_REJECTION,CCR1
IL6_JAK_STAT3_SIGNALING,CCR1
IL2_STAT5_SIGNALING,TNFRSF1B
IL6_JAK_STAT3_SIGNALING,TNFRSF1B
INFLAMMATORY_RESPONSE,TNFRSF1B
KRAS_SIGNALING_UP,TNFRSF1B
IL6_JAK_STAT3_SIGNALING,DNTT
P53_PATHWAY,BAK1
UV_RESPONSE_UP,BAK1
IL6_JAK_STAT3_SIGNALING,BAK1
XENOBIOTIC_METABOLISM,CD36
MYOGENESIS,CD36
IL6_JAK_STAT3_SIGNALING,CD36
FATTY_ACID_METABOLISM,CD36
ADIPOGENESIS,CD36
COMPLEMENT,CD36
GLYCOLYSIS,IL13RA1
IL6_JAK_STAT3_SIGNALING,IL13RA1
IL2_STAT5_SIGNALING,IL18R1
INFLAMMATORY_RESPONSE,IL18R1
IL6_JAK_STAT3_SIGNALING,IL18R1
INTERFERON_GAMMA_RESPONSE,MYD88
IL6_JAK_STAT3_SIGNALING,MYD88
PI3K_AKT_MTOR_SIGNALING,MYD88
INTERFERON_GAMMA_RESPONSE,IRF9
INTERFERON_ALPHA_RESPONSE,IRF9
IL6_JAK_STAT3_SIGNALING,IRF9
IL6_JAK_STAT3_SIGNALING,PDGFC
INTERFERON_GAMMA_RESPONSE,STAT2
INTERFERON_ALPHA_RESPONSE,STAT2
PI3K_AKT_MTOR_SIGNALING,STAT2
IL6_JAK_STAT3_SIGNALING,STAT2
ALLOGRAFT_REJECTION,IL7
INTERFERON_GAMMA_RESPONSE,IL7
INTERFERON_ALPHA_RESPONSE,IL7
IL6_JAK_STAT3_SIGNALING,IL7
IL6_JAK_STAT3_SIGNALING,IL10RB
ALLOGRAFT_REJECTION,CCL7
INTERFERON_GAMMA_RESPONSE,CCL7
INFLAMMATORY_RESPONSE,CCL7
IL6_JAK_STAT3_SIGNALING,CCL7
ALLOGRAFT_REJECTION,IL12RB1
IL6_JAK_STAT3_SIGNALING,IL12RB1
INFLAMMATORY_RESPONSE,EBI3
IL6_JAK_STAT3_SIGNALING,EBI3
IL6_JAK_STAT3_SIGNALING,PTPN11
PI3K_AKT_MTOR_SIGNALING,PTPN11
ALLOGRAFT_REJECTION,STAT1
INTERFERON_GAMMA_RESPONSE,STAT1
IL6_JAK_STAT3_SIGNALING,STAT1
IL2_STAT5_SIGNALING,IL3RA
IL6_JAK_STAT3_SIGNALING,IL3RA
COAGULATION,ITGB3
UV_RESPONSE_DN,ITGB3
EPITHELIAL_MESENCHYMAL_TRANSITION,ITGB3
IL6_JAK_STAT3_SIGNALING,ITGB3
INFLAMMATORY_RESPONSE,ITGB3
DNA_REPAIR,SMAD5
OXIDATIVE_PHOSPHORYLATION,COX17
DNA_REPAIR,COX17
DNA_REPAIR,TAF9
DNA_REPAIR,NT5C3A
DNA_REPAIR,ZWINT
DNA_REPAIR,RPA3
E2F_TARGETS,RPA3
DNA_REPAIR,CMPK2
INTERFERON_GAMMA_RESPONSE,CMPK2
INTERFERON_ALPHA_RESPONSE,CMPK2
DNA_REPAIR,POLL
DNA_REPAIR,TARBP2
P53_PATHWAY,SEC61A1
DNA_REPAIR,SEC61A1
DNA_REPAIR,POLR2E
OXIDATIVE_PHOSPHORYLATION,POLR2F
DNA_REPAIR,POLR2F
DNA_REPAIR,GTF2A2
DNA_REPAIR,NELFCD
DNA_REPAIR,IMPDH2
MYC_TARGETS_V1,IMPDH2
MYOGENESIS,AK1
P53_PATHWAY,AK1
DNA_REPAIR,AK1
DNA_REPAIR,GTF2B
DNA_REPAIR,PDE6G
DNA_REPAIR,NFX1
DNA_REPAIR,RFC2
E2F_TARGETS,RFC2
DNA_REPAIR,TYMS
MYC_TARGETS_V1,TYMS
OXIDATIVE_PHOSPHORYLATION,SURF1
DNA_REPAIR,SURF1
DNA_REPAIR,TAF6
DNA_REPAIR,NUDT21
E2F_TARGETS,NUDT21
DNA_REPAIR,AK3
GLYCOLYSIS,AK3
DNA_REPAIR,SUPT4H1
MTORC1_SIGNALING,PNP
DNA_REPAIR,PNP
INTERFERON_GAMMA_RESPONSE,PNP
IL2_STAT5_SIGNALING,PNP
DNA_REPAIR,BOLA2
DNA_REPAIR,STX3
DNA_REPAIR,POLR2I
DNA_REPAIR,NME3
DNA_REPAIR,VPS37B
DNA_REPAIR,PRIM1
DNA_REPAIR,NELFB
DNA_REPAIR,POLR3GL
DNA_REPAIR,ERCC8
DNA_REPAIR,TAF10
DNA_REPAIR,CANT1
ESTROGEN_RESPONSE_EARLY,CANT1
DNA_REPAIR,POLE4
E2F_TARGETS,POLE4
DNA_REPAIR,ERCC2
REACTIVE_OXYGEN_SPECIES_PATHWAY,ERCC2
MTORC1_SIGNALING,GTF2H1
DNA_REPAIR,GTF2H1
DNA_REPAIR,RALA
DNA_REPAIR,SSRP1
E2F_TARGETS,SSRP1
DNA_REPAIR,POLR2G
DNA_REPAIR,TAF12
DNA_REPAIR,CCNO
G2M_CHECKPOINT,POLA2
DNA_REPAIR,POLA2
E2F_TARGETS,POLA2
DNA_REPAIR,GUK1
DNA_REPAIR,NT5C
DNA_REPAIR,SRSF6
DNA_REPAIR,REV3L
DNA_REPAIR,GMPR2
DNA_REPAIR,ADA
P53_PATHWAY,ADA
DNA_REPAIR,EIF1B
DNA_REPAIR,GTF2H3
ALLOGRAFT_REJECTION,NME1
DNA_REPAIR,NME1
MYC_TARGETS_V1,NME1
E2F_TARGETS,NME1
NOTCH_SIGNALING,RBX1
DNA_REPAIR,RBX1
DNA_REPAIR,ERCC1
PEROXISOME,ERCC1
DNA_REPAIR,MPC2
ANDROGEN_RESPONSE,ADRM1
INFLAMMATORY_RESPONSE,ADRM1
DNA_REPAIR,ADRM1
DNA_REPAIR,ZNF707
XENOBIOTIC_METABOLISM,HPRT1
MTORC1_SIGNALING,HPRT1
DNA_REPAIR,HPRT1
MYC_TARGETS_V1,HPRT1
